dir,y_pre,y_exp
.\CA1\large\ctrl,5.980236360847464,7.301029995663981
.\CA1\large\ctrl,5.906736421454003,7.022276394711152
.\CA1\large\ctrl,7.411644968063676,8.050609993355087
.\CA1\large\ctrl,6.47432600169849,6.026410376572743
.\CA1\large\ctrl,7.165463287164023,7.318758762624412
.\CA1\large\ctrl,5.972704257494371,7.013228265733755
.\CA1\large\ctrl,7.123949093201414,5.989700043360188
.\CA1\large\ctrl,7.7090682256458365,8.09151498112135
.\CA1\large\ctrl,6.833169479043527,6.497572880015567
.\CA1\large\ctrl,6.765194277316127,6.29929628285498
.\CA1\large\ctrl,7.206999403771373,6.209011524911184
.\CA1\large\ctrl,7.416472623496027,7.795880017344075
.\CA1\large\ctrl,6.282010956452353,6.33161408331
.\CA1\large\ctrl,8.410118408485374,8.031517051446064
.\CA1\large\ctrl,6.60277637407334,6.108462542327436
.\CA1\large\ctrl,7.756690342935634,7.42021640338319
.\CA1\large\ctrl,6.195346729572613,6.6020599913279625
.\CA1\large\ctrl,7.057861868009155,6.355561410532162
.\CA1\large\ctrl,7.932511458297991,6.886056647693163
.\CA1\large\ctrl,6.202565007822759,7.086186147616283
.\CA1\large\ctrl,7.8888052346154,8.267606240177031
.\CA1\large\ctrl,6.681872709536034,6.285670240254767
.\CA1\large\ctrl,7.615022609801649,7.853871964321762
.\CA1\large\ctrl,6.399859011988358,6.304518323509803
.\CA1\large\ctrl,6.653328535888949,6.170053304058364
.\CA1\large\ctrl,7.340504143613241,6.071604147743286
.\CA1\large\ctrl,7.130015240374121,6.086716098239582
.\CA1\large\ctrl,6.711873538801431,7.075720713938118
.\CA1\large\ctrl,5.896044015243177,6.142667503568732
.\CA1\large\ctrl,7.34503542272757,6.342944147142896
.\CA1\large\ctrl,6.107094329165598,6.187755303199631
.\CA1\large\ctrl,8.070012304180086,7.657577319177793
.\CA1\large\ctrl,6.925863957387886,6.314258261397736
.\CA1\large\ctrl,7.470063936086113,8.045757490560675
.\CA1\large\ctrl,8.120766675104491,10.045757490560677
.\CA1\large\ctrl,7.635006941649429,8.050609993355087
.\CA1\large\ctrl,7.954637438754627,7.00436480540245
.\CA1\large\ctrl,6.9784607974348205,6.136677139879544
.\CA1\large\ctrl,6.595824998379406,6.728158393463501
.\CA1\large\ctrl,7.772566672742961,6.539102157243452
.\CA1\large\ctrl,4.629303726698293,7.040958607678906
.\CA1\large\ctrl,7.257243032640581,7.376750709602099
.\CA1\large\ctrl,6.539539457015849,5.215240105335995
.\CA1\large\ctrl,6.304833128329211,7.017728766960431
.\CA1\large\ctrl,5.268900324309534,6.543633966870957
.\CA1\large\ctrl,6.853451009377725,6.560667306169737
.\CA1\large\ctrl,6.138718270414408,7.1487416512809245
.\CA1\large\ctrl,6.105246552992988,5.125634164269951
.\CA1\large\ctrl,7.892246171223409,7.017728766960431
.\CA1\large\ctrl,6.396558647160223,8.036212172654444
.\CA1\large\ctrl,6.869454587605226,5.934420285271552
.\CA1\large\ctrl,6.240285309524808,5.4834646261042
.\CA1\large\ctrl,6.530658889318325,6.665546248849069
.\CA1\large\ctrl,5.901740064254291,5.108072465779325
.\CA1\large\ctrl,6.460854645648915,6.367542707815276
.\CA1\large\ctrl,6.29754549233656,6.978810700930062
.\CA1\large\ctrl,6.364239003829773,8.040958607678906
.\CA1\large\ctrl,6.985457254703675,8.050609993355087
.\CA1\large\ctrl,7.492902543338008,8.318758762624412
.\CA1\large\ctrl,7.961121419887355,6.85078088734462
.\CA1\large\ctrl,7.612785656145757,7.096910013008056
.\CA1\large\ctrl,7.295031268749348,6.494850021680094
.\CA1\large\ctrl,6.955015550401765,5.293026323823822
.\CA1\large\ctrl,6.354303549300223,6.453457336521869
.\CA1\large\ctrl,6.490411228979767,11.0
.\CA1\large\ctrl,7.435647812266851,10.30102999566398
.\CA1\large\ctrl,7.484358724422066,11.0
.\CA1\large\exp,7.490379254508142,7.431798275933005
.\CA1\large\exp,5.823036028739494,6.088309841246139
.\CA1\large\exp,5.309490527202513,6.319664486585436
.\CA1\large\exp,7.5540482139196286,6.6439741428068775
.\CA1\large\exp,7.720995476088348,6.5003129173815966
.\CA1\large\exp,6.236544323217231,6.338187314462739
.\CA1\large\exp,5.635441470626972,6.101274818410507
.\CA1\large\exp,6.5773866938114764,7.180456064458132
.\CA1\large\exp,8.38444876721833,6.534617148551582
.\CA1\large\exp,7.131032736064682,8.10790539730952
.\CA1\large\exp,7.596196159182909,7.259637310505756
.\CA1\large\exp,7.047854417338272,6.11975822410452
.\CA1\large\exp,6.820570350612371,8.070581074285707
.\CA1\large\exp,5.735173824077961,7.086186147616283
.\CA1\large\exp,6.182529889908238,7.292429823902063
.\CA1\large\exp,2.6077289313519287,4.301029995663981
.\CA1\large\exp,6.113080477356817,6.289036881004725
.\CA1\large\exp,6.417420020090361,6.095284454721319
.\CA1\large\exp,6.8856757265220665,7.060480747381382
.\CA1\large\exp,7.302340454263074,7.055517327849832
.\CA1\large\exp,6.816467041631526,7.045757490560675
.\CA1\large\exp,6.129469169874426,7.346787486224656
.\CA1\large\exp,6.373162211226827,5.6302277114030375
.\CA1\large\exp,7.198921300962724,6.995678626217358
.\CA1\large\exp,6.708920824392891,5.213958789757446
.\CA1\large\exp,6.152219936977346,6.131943638176958
.\CA1\large\exp,8.340040270386652,6.962573502059376
.\CA1\large\exp,6.658526619852488,6.132532512140949
.\CA1\large\exp,7.212705139879134,7.229147988357856
.\CA1\large\exp,6.450965143872658,6.097453220686009
.\CA1\large\exp,7.328987776841338,7.292429823902063
.\CA1\large\exp,6.621583666228631,6.052076380168273
.\CA1\large\exp,6.6778752202556575,6.31695296176115
.\CA1\large\exp,6.015006963519376,5.437826136635351
.\CA1\large\exp,6.179015218346734,6.991399828238082
.\CA1\large\exp,4.925548422338082,5.436400271118469
.\CA1\large\exp,6.51534051299577,6.455931955649724
.\CA1\large\exp,8.23269911952331,6.210419287835575
.\CA1\large\exp,7.455536189543153,8.102372908709558
.\CA1\large\exp,5.863386228092658,4.346787486224656
.\CA1\large\exp,6.274562256787441,6.126098402135539
.\CA1\large\exp,7.647554535755383,7.42021640338319
.\CA1\large\exp,7.356230283538693,6.591760034688151
.\CA1\large\exp,6.077988351760261,6.431798275933005
.\CA1\large\exp,6.703509364744093,6.636388020107856
.\CA1\large\exp,7.093889482558765,5.224608028303388
.\CA1\large\exp,6.201523284743281,6.343901797987168
.\CA1\large\exp,5.815978641032288,6.31695296176115
.\CA1\large\exp,6.423627583173747,6.058985756294431
.\CA1\large\exp,7.75994790647966,7.080921907623926
.\CA1\large\exp,7.724175632719195,7.050609993355087
.\CA1\large\exp,7.167110732528691,7.040958607678906
.\CA1\large\exp,5.71982964558638,6.11690664142431
.\CA1\large\exp,6.226292323954368,5.972242795309446
.\CA1\large\exp,6.178446227100025,6.017276612331455
.\CA1\large\exp,6.764357820274391,7.187086643357144
.\CA1\large\exp,5.990404346457126,7.055517327849832
.\CA1\large\exp,7.272802692577059,7.142667503568732
.\CA1\large\exp,8.950340358565683,7.638272163982407
.\CA1\large\exp,6.89089358139239,6.995678626217358
.\CA1\large\exp,6.533291019378687,5.67264106561367
.\CA1\large\exp,7.117914868951196,7.602059991327962
.\CA1\large\exp,6.901341342868243,6.507239610973162
.\CA1\large\exp,7.523887647475348,7.031517051446065
.\CA1\large\exp,6.375279029930468,6.503070351926785
.\CA1\large\exp,7.619827433987105,7.207608310501746
.\CA1\large\exp,5.459578324430147,6.017728766960431
.\CA1\large\exp,7.879966666319234,7.275724130399211
.\CA1\large\exp,7.049165132269771,6.46344155742847
.\CA1\large\exp,6.752282027696381,7.055517327849832
.\CA1\large\exp,5.743099532564564,7.301029995663981
.\CA1\large\exp,5.826983596757685,7.022276394711152
.\CA1\large\exp,7.655577431216862,8.050609993355087
.\CA1\large\exp,6.347023802058658,6.026410376572743
.\CA1\large\exp,6.911246300220689,7.318758762624412
.\CA1\large\exp,5.923522305840926,7.013228265733755
.\CA1\large\exp,6.498081892208965,5.989700043360188
.\CA1\large\exp,7.224707139783064,8.09151498112135
.\CA1\large\exp,7.01459194319736,6.497572880015567
.\CA1\large\exp,5.742623102223995,6.29929628285498
.\CA1\large\exp,6.189625092178581,6.209011524911184
.\CA1\large\exp,7.0949541219277705,7.795880017344075
.\CA1\large\exp,7.114340193024709,6.33161408331
.\CA1\large\exp,7.641194044316542,8.031517051446064
.\CA1\large\exp,5.777076076391523,6.108462542327436
.\CA1\large\exp,6.846389305421482,7.42021640338319
.\CA1\large\exp,8.318299687452573,6.6020599913279625
.\CA1\large\exp,6.653362795342126,6.355561410532162
.\CA1\large\exp,7.744131091662389,6.886056647693163
.\CA1\large\exp,6.858311378958348,7.086186147616283
.\CA1\large\exp,7.169726265987137,8.267606240177031
.\CA1\large\exp,6.385293379069807,6.285670240254767
.\CA1\large\exp,8.109404803710547,7.853871964321762
.\CA1\large\exp,6.689992405178359,6.304518323509803
.\CA1\large\exp,5.800127260247223,6.170053304058364
.\CA1\large\exp,7.261244061547423,6.071604147743286
.\CA1\large\exp,6.627859351627777,6.086716098239582
.\CA1\large\exp,7.298181323005416,7.075720713938118
.\CA1\large\exp,5.755590611641011,6.142667503568732
.\CA1\large\exp,7.073541598722159,6.342944147142896
.\CA1\large\exp,6.050557240448164,6.187755303199631
.\CA1\large\exp,7.826559640535827,7.657577319177793
.\CA1\large\exp,6.341596343279058,6.314258261397736
.\CA1\large\exp,7.575344174169977,8.045757490560675
.\CA1\large\exp,8.500984970938624,10.045757490560677
.\CA1\large\exp,6.707578574901163,8.050609993355087
.\CA1\large\exp,8.884986402283221,7.00436480540245
.\CA1\large\exp,6.13103929873234,6.136677139879544
.\CA1\large\exp,7.541724543794395,6.728158393463501
.\CA1\large\exp,6.875131805471057,6.539102157243452
.\CA1\large\exp,4.630878236129519,7.040958607678906
.\CA1\large\exp,7.967862531206336,7.376750709602099
.\CA1\large\exp,6.1468137067721145,5.215240105335995
.\CA1\large\exp,7.049362354625728,7.017728766960431
.\CA1\large\exp,5.993585065891622,6.543633966870957
.\CA1\large\exp,8.036165927442951,6.560667306169737
.\CA1\large\exp,6.349167669463505,7.1487416512809245
.\CA1\large\exp,6.390364800339093,5.125634164269951
.\CA1\large\exp,7.389704054266893,7.017728766960431
.\CA1\large\exp,6.073035135760016,8.036212172654444
.\CA1\large\exp,8.101231754494705,5.934420285271552
.\CA1\large\exp,6.061684651032337,5.4834646261042
.\CA1\large\exp,6.725073726382419,6.665546248849069
.\CA1\large\exp,5.780362590657965,5.108072465779325
.\CA1\large\exp,6.48047379526394,6.367542707815276
.\CA1\large\exp,6.147865725479754,6.978810700930062
.\CA1\large\exp,6.873291059536157,8.040958607678906
.\CA1\large\exp,6.71802308072651,8.050609993355087
.\CA1\large\exp,7.429516982800536,8.318758762624412
.\CA1\large\exp,7.658160859460203,6.85078088734462
.\CA1\large\exp,8.32873975839216,7.096910013008056
.\CA1\large\exp,7.972854941323881,6.494850021680094
.\CA1\large\exp,6.497730629476358,5.293026323823822
.\CA1\large\exp,6.340526249073136,6.453457336521869
.\CA1\large\exp,7.662266467180956,11.0
.\CA1\large\exp,6.484933422349009,10.30102999566398
.\CA1\large\exp,8.271060154354188,11.0
.\CA1\less\ctrl,6.027187176045313,4.7318902701915215
.\CA1\less\ctrl,5.871146449731644,5.049927370249843
.\CA1\less\ctrl,6.958802135317814,7.602059991327962
.\CA1\less\ctrl,7.351152573114771,7.173925197299174
.\CA1\less\ctrl,5.559193731213089,6.431798275933005
.\CA1\less\ctrl,4.015611634944269,3.3615107430453626
.\CA1\less\ctrl,4.129922979413651,5.013228265733755
.\CA1\less\ctrl,7.128586098531233,7.091514981121351
.\CA1\less\ctrl,6.518241700187431,6.127261172527331
.\CA1\less\ctrl,4.482020156969279,5.0
.\CA1\less\ctrl,5.434419002886635,3.55129368009492
.\CA1\less\ctrl,5.902106361073699,4.301029995663981
.\CA1\less\ctrl,7.203905796634224,5.920818753952375
.\CA1\less\ctrl,5.271007283314479,6.045757490560675
.\CA1\less\ctrl,5.297706779585511,4.267606240177032
.\CA1\less\ctrl,6.658289441882214,6.497572880015567
.\CA1\less\ctrl,5.514924902423365,5.1136785134405205
.\CA1\less\ctrl,6.278440417349181,7.130768280269024
.\CA1\less\ctrl,5.825610784210129,7.508638306165727
.\CA1\less\ctrl,6.230467208999162,7.638272163982407
.\CA1\less\ctrl,6.505678957931821,6.570919429607218
.\CA1\less\ctrl,6.901582687522449,6.367542707815276
.\CA1\less\ctrl,5.396929143785563,6.059981844992337
.\CA1\less\ctrl,6.7710285754169846,7.431798275933005
.\CA1\less\ctrl,4.916191294086875,5.229147988357856
.\CA1\less\ctrl,5.710080095495616,6.107905397309519
.\CA1\less\ctrl,6.229941154371858,5.090443970758825
.\CA1\less\ctrl,6.003939943028875,5.077534054701586
.\CA1\less\ctrl,7.879950593158378,7.161150909262744
.\CA1\less\ctrl,4.148393636498653,5.045757490560675
.\CA1\less\ctrl,5.576494332770128,6.117475462045119
.\CA1\less\ctrl,5.952058040584568,6.031984286006359
.\CA1\less\ctrl,5.400659210485937,6.356547323513813
.\CA1\less\ctrl,7.464849370987778,7.167491087293763
.\CA1\less\ctrl,6.979751102706752,6.809668301829708
.\CA1\less\ctrl,7.273625468450866,7.376750709602099
.\CA1\less\ctrl,7.332825001280799,7.167491087293763
.\CA1\less\ctrl,5.324990290942811,6.292429823902063
.\CA1\less\ctrl,5.45548727358479,6.050609993355088
.\CA1\less\ctrl,6.544641127204013,6.714442690992226
.\CA1\less\ctrl,7.325136542773276,7.075720713938118
.\CA1\less\ctrl,4.9820282730176935,5.3872161432802645
.\CA1\less\ctrl,5.257048236567748,5.050122295963125
.\CA1\less\ctrl,6.512274730153592,7.187086643357144
.\CA1\less\ctrl,6.450883263349361,6.673664139071248
.\CA1\less\ctrl,5.993238692715458,6.528708288941061
.\CA1\less\ctrl,6.351416472572581,6.565431095965801
.\CA1\less\ctrl,6.867331666803953,6.198596289982645
.\CA1\less\ctrl,6.466170057866762,6.163675884293248
.\CA1\less\ctrl,4.745505775428374,4.991399828238082
.\CA1\less\ctrl,7.075095555830618,7.1938200260161125
.\CA1\less\ctrl,4.255763816158794,5.008773924307505
.\CA1\less\ctrl,3.748986315375287,3.309803919971486
.\CA1\less\ctrl,4.367845421079794,3.283996656365201
.\CA1\less\ctrl,5.806780557502076,3.8068754016455375
.\CA1\less\ctrl,5.2030018114465335,6.055517327849832
.\CA1\less\exp,5.02816477392851,4.7318902701915215
.\CA1\less\exp,6.120570957415477,5.049927370249843
.\CA1\less\exp,7.19441224254473,7.602059991327962
.\CA1\less\exp,7.301925233735717,7.173925197299174
.\CA1\less\exp,5.52092257835531,6.431798275933005
.\CA1\less\exp,3.976381083976647,3.3615107430453626
.\CA1\less\exp,3.935059476458727,5.013228265733755
.\CA1\less\exp,6.786638815667319,7.091514981121351
.\CA1\less\exp,6.845598479554008,6.127261172527331
.\CA1\less\exp,5.658975714241892,5.0
.\CA1\less\exp,5.364853529830369,3.55129368009492
.\CA1\less\exp,5.394751331611938,4.301029995663981
.\CA1\less\exp,5.966083432306648,5.920818753952375
.\CA1\less\exp,5.473307935217001,6.045757490560675
.\CA1\less\exp,5.115835617707777,4.267606240177032
.\CA1\less\exp,6.609281099428085,6.497572880015567
.\CA1\less\exp,6.248761672323765,5.1136785134405205
.\CA1\less\exp,7.685029636648853,7.130768280269024
.\CA1\less\exp,6.660010565181999,7.508638306165727
.\CA1\less\exp,6.176116863575096,7.638272163982407
.\CA1\less\exp,3.134881276960791,6.570919429607218
.\CA1\less\exp,7.626465520470226,6.367542707815276
.\CA1\less\exp,6.004773232374866,6.059981844992337
.\CA1\less\exp,6.598825990586785,7.431798275933005
.\CA1\less\exp,3.4052549655455278,5.229147988357856
.\CA1\less\exp,4.637609151811455,6.107905397309519
.\CA1\less\exp,6.321949964588881,5.090443970758825
.\CA1\less\exp,6.020722430385097,5.077534054701586
.\CA1\less\exp,7.289511741614657,7.161150909262744
.\CA1\less\exp,4.464619170944346,5.045757490560675
.\CA1\less\exp,6.0523710292529005,6.117475462045119
.\CA1\less\exp,6.12923544542273,6.031984286006359
.\CA1\less\exp,5.42609193223972,6.356547323513813
.\CA1\less\exp,7.4997905318253135,7.167491087293763
.\CA1\less\exp,6.657599456138355,6.809668301829708
.\CA1\less\exp,6.668608906811564,7.376750709602099
.\CA1\less\exp,6.880329313683847,7.167491087293763
.\CA1\less\exp,5.464740850487071,6.292429823902063
.\CA1\less\exp,6.751263608148214,6.050609993355088
.\CA1\less\exp,6.797217209169015,6.714442690992226
.\CA1\less\exp,6.918727578919589,7.075720713938118
.\CA1\less\exp,5.482356769284471,5.3872161432802645
.\CA1\less\exp,5.724630706044774,5.050122295963125
.\CA1\less\exp,6.4172824465119405,7.187086643357144
.\CA1\less\exp,6.317762677482909,6.673664139071248
.\CA1\less\exp,5.520582911775638,6.528708288941061
.\CA1\less\exp,6.143031890061591,6.565431095965801
.\CA1\less\exp,6.720873379648667,6.198596289982645
.\CA1\less\exp,6.076349384161455,6.163675884293248
.\CA1\less\exp,4.650985151154938,4.991399828238082
.\CA1\less\exp,7.191167493263915,7.1938200260161125
.\CA1\less\exp,4.887754822915454,5.008773924307505
.\CA1\less\exp,5.90009689458298,3.309803919971486
.\CA1\less\exp,4.9882611797594265,3.283996656365201
.\CA1\less\exp,5.687972416737726,3.8068754016455375
.\CA1\less\exp,4.509537138195331,6.055517327849832
.\CA2\large\ctrl,7.644044319096455,8.096910013008056
.\CA2\large\ctrl,7.538792206759243,7.67778070526608
.\CA2\large\ctrl,7.803850875447434,7.744727494896693
.\CA2\large\ctrl,6.806736683684537,6.903089986991944
.\CA2\large\ctrl,8.673246570195644,8.221848749616356
.\CA2\large\ctrl,7.197539425576734,7.823908740944319
.\CA2\large\ctrl,6.219371933002684,6.530177984021837
.\CA2\large\ctrl,7.443361561035315,7.67778070526608
.\CA2\large\ctrl,8.72323325699693,8.301029995663981
.\CA2\large\ctrl,7.558994541298512,7.823908740944319
.\CA2\large\ctrl,8.35414729795126,8.154901959985743
.\CA2\large\ctrl,8.51948315450249,8.301029995663981
.\CA2\large\ctrl,7.792517129259952,7.958607314841775
.\CA2\large\ctrl,7.559318077341633,6.958607314841775
.\CA2\large\ctrl,8.433232165631168,8.301029995663981
.\CA2\large\ctrl,8.371192822856385,8.301029995663981
.\CA2\large\ctrl,6.573373191102871,6.619788758288394
.\CA2\large\ctrl,7.1938935188155,7.292429823902063
.\CA2\large\ctrl,7.14824405067449,7.1487416512809245
.\CA2\large\ctrl,7.681197229931774,7.455931955649724
.\CA2\large\ctrl,7.043087442187975,7.107905397309519
.\CA2\large\ctrl,8.063572807370461,8.096910013008056
.\CA2\large\ctrl,7.201344163520755,6.903089986991944
.\CA2\large\ctrl,8.365561119171845,8.397940008672037
.\CA2\large\ctrl,7.991053540326021,8.154901959985743
.\CA2\large\ctrl,7.725891412785115,7.207608310501746
.\CA2\large\ctrl,6.828561916930209,6.522878745280337
.\CA2\large\ctrl,8.343525051456151,9.221848735139874
.\CA2\large\ctrl,8.004649509548452,8.045757490560675
.\CA2\large\ctrl,7.411766573067391,7.522878745280337
.\CA2\large\ctrl,7.149751270073916,7.221848749616356
.\CA2\large\ctrl,6.623890908798106,6.958607314841775
.\CA2\large\ctrl,7.767899505361627,8.096910013008056
.\CA2\large\ctrl,7.270533935208538,7.494850021680094
.\CA2\large\ctrl,7.65644008018204,7.823908740944319
.\CA2\large\ctrl,8.143160758899953,8.045757490560675
.\CA2\large\ctrl,7.575740529314951,7.468521082957745
.\CA2\large\ctrl,7.394823657909964,7.721246399047171
.\CA2\large\ctrl,8.01897849708515,7.958607314841775
.\CA2\large\ctrl,7.618726472595843,7.823908740944319
.\CA2\large\ctrl,7.594985069648549,7.920818753952375
.\CA2\large\ctrl,7.865511436368226,7.67778070526608
.\CA2\large\ctrl,8.009187416839465,7.221848749616356
.\CA2\large\ctrl,7.532711941164796,7.154901959985743
.\CA2\large\ctrl,7.875395582012554,7.795880017344075
.\CA2\large\ctrl,7.904680464260492,8.154901959985743
.\CA2\large\ctrl,7.605383781619254,7.602059991327962
.\CA2\large\ctrl,8.639250860552167,8.301029995663981
.\CA2\large\ctrl,7.237869547650944,7.455931955649724
.\CA2\large\ctrl,7.671842999485818,7.721246399047171
.\CA2\large\ctrl,7.989988240845203,8.096910013008056
.\CA2\large\ctrl,7.385958791142555,7.337242168318426
.\CA2\large\ctrl,7.665239419743334,7.886056647693163
.\CA2\large\ctrl,6.609775237733556,6.795880017344075
.\CA2\large\ctrl,7.643237163074837,7.744727494896693
.\CA2\large\ctrl,7.6983596791358435,7.443697499232712
.\CA2\large\ctrl,7.144838972781984,7.397940008672037
.\CA2\large\ctrl,7.1253856274992655,7.443697499232712
.\CA2\large\ctrl,8.436596444693695,8.154901959985743
.\CA2\large\ctrl,7.644850645146563,7.431798275933005
.\CA2\large\ctrl,7.995784816007839,7.920818753952375
.\CA2\large\ctrl,7.349615803800066,7.769551078621726
.\CA2\large\ctrl,7.603247727350942,7.1249387366083
.\CA2\large\ctrl,8.80588710722182,8.522878745280337
.\CA2\large\ctrl,6.944167185683011,7.376750709602099
.\CA2\large\ctrl,8.312180371028983,8.301029995663981
.\CA2\large\ctrl,8.386775147192175,8.397940008672037
.\CA2\large\ctrl,7.258157625191293,7.154901959985743
.\CA2\large\ctrl,7.235630087884006,7.508638306165727
.\CA2\large\ctrl,8.167208681467457,8.154901959985743
.\CA2\large\ctrl,7.991334478653269,8.0
.\CA2\large\ctrl,6.763656009129639,6.769551078621726
.\CA2\large\ctrl,7.772724843744996,7.721246399047171
.\CA2\large\ctrl,8.732983825254495,8.397940008672037
.\CA2\large\ctrl,7.085229005030312,7.4089353929735005
.\CA2\large\ctrl,7.780857826310966,8.0
.\CA2\large\ctrl,8.005163963350999,8.221848749616356
.\CA2\large\ctrl,6.776700001325076,6.560667306169737
.\CA2\large\ctrl,8.051962194639145,8.096910013008056
.\CA2\large\ctrl,8.022448861890311,8.096910013008056
.\CA2\large\ctrl,8.41017531201876,7.721246399047171
.\CA2\large\ctrl,7.363399893535412,7.42021640338319
.\CA2\large\ctrl,7.806047926101407,7.795880017344075
.\CA2\large\ctrl,7.931056810970934,8.0
.\CA2\large\ctrl,7.870088149923757,7.823908740944319
.\CA2\large\ctrl,8.720269800745323,8.698970004336019
.\CA2\large\ctrl,8.098534457538177,8.154901959985743
.\CA2\large\ctrl,7.983772848511376,7.920818753952375
.\CA2\large\ctrl,6.996843995345189,6.667561540084395
.\CA2\large\ctrl,7.6402478307187325,7.886056647693163
.\CA2\large\ctrl,8.02784356009554,8.221848749616356
.\CA2\large\ctrl,8.223969441577484,7.823908740944319
.\CA2\large\ctrl,7.905347296195218,7.795880017344075
.\CA2\large\ctrl,7.821147490887264,8.096910013008056
.\CA2\large\ctrl,7.423002190121456,7.769551078621726
.\CA2\large\ctrl,7.716242755042112,7.853871964321762
.\CA2\large\ctrl,7.195450493531617,6.886056647693163
.\CA2\large\ctrl,7.017256116323665,7.366531544420414
.\CA2\large\ctrl,7.570614573597726,7.552841968657781
.\CA2\large\ctrl,7.805511249104776,7.823908740944319
.\CA2\large\ctrl,8.478638928743717,8.045757490560675
.\CA2\large\ctrl,8.641501327082674,8.698970004336019
.\CA2\large\ctrl,7.671536815409116,8.045757490560675
.\CA2\large\ctrl,7.32722989074269,7.346787486224656
.\CA2\large\ctrl,6.586923385562526,6.619788758288394
.\CA2\large\ctrl,7.822911526071827,7.744727494896693
.\CA2\large\ctrl,6.869474952575485,6.522878745280337
.\CA2\large\ctrl,6.645246655424431,6.494850021680094
.\CA2\large\ctrl,7.842001362352581,8.154901959985743
.\CA2\large\ctrl,7.700008651066951,7.920818753952375
.\CA2\large\ctrl,7.209655293955588,6.958607314841775
.\CA2\large\ctrl,6.992998736155184,6.552841968657781
.\CA2\large\ctrl,7.8067644502590685,8.045757490560675
.\CA2\large\ctrl,7.1191236640981606,7.309803919971486
.\CA2\large\ctrl,8.47863329259993,8.221848749616356
.\CA2\large\ctrl,8.48187834245411,8.397940008672037
.\CA2\large\ctrl,7.5785401076737875,7.455931955649724
.\CA2\large\ctrl,8.138618948414674,8.301029995663981
.\CA2\large\ctrl,7.722245125623226,7.455931955649724
.\CA2\large\ctrl,7.521066116288757,8.221848749616356
.\CA2\large\ctrl,7.869073433825557,7.721246399047171
.\CA2\large\ctrl,6.984561270298718,6.628932137728263
.\CA2\large\ctrl,7.00740145767389,7.102372908709558
.\CA2\large\ctrl,6.146825721742687,7.920818753952375
.\CA2\large\ctrl,7.015548338356611,6.838631997765025
.\CA2\large\ctrl,7.090150576094058,6.688246138944246
.\CA2\large\ctrl,7.170912613295164,6.698970004336019
.\CA2\large\ctrl,8.75357074068617,8.698970004336019
.\CA2\large\ctrl,6.977630519400214,6.6020599913279625
.\CA2\large\ctrl,7.446179560019937,6.638272163982407
.\CA2\large\ctrl,7.1772118581985085,6.537602002101044
.\CA2\large\ctrl,7.600305637651433,8.522878745280337
.\CA2\large\ctrl,7.112252833855347,6.494850021680094
.\CA2\large\exp,8.184480198283435,8.096910013008056
.\CA2\large\exp,7.76399242932399,7.67778070526608
.\CA2\large\exp,8.003132028875818,7.744727494896693
.\CA2\large\exp,6.97460191605054,6.903089986991944
.\CA2\large\exp,8.831221436244016,8.221848749616356
.\CA2\large\exp,7.493616947377438,7.823908740944319
.\CA2\large\exp,7.289678417019243,6.530177984021837
.\CA2\large\exp,6.996267650075112,7.67778070526608
.\CA2\large\exp,8.233831152671472,8.301029995663981
.\CA2\large\exp,7.729368469514378,7.823908740944319
.\CA2\large\exp,8.011332185540793,8.154901959985743
.\CA2\large\exp,8.782316113859007,8.301029995663981
.\CA2\large\exp,7.73449778278836,7.958607314841775
.\CA2\large\exp,6.9173564760365664,6.958607314841775
.\CA2\large\exp,8.086054790469296,8.301029995663981
.\CA2\large\exp,8.24547533037503,8.301029995663981
.\CA2\large\exp,6.944316193704774,6.619788758288394
.\CA2\large\exp,7.265672948128754,7.292429823902063
.\CA2\large\exp,7.201035997224443,7.1487416512809245
.\CA2\large\exp,7.595483465049334,7.455931955649724
.\CA2\large\exp,7.116891527761768,7.107905397309519
.\CA2\large\exp,7.449973457444386,8.096910013008056
.\CA2\large\exp,7.189227600186747,6.903089986991944
.\CA2\large\exp,8.19054799703974,8.397940008672037
.\CA2\large\exp,7.794607076160059,8.154901959985743
.\CA2\large\exp,7.422883227270108,7.207608310501746
.\CA2\large\exp,7.194643783972497,6.522878745280337
.\CA2\large\exp,8.125810932773254,9.221848735139874
.\CA2\large\exp,7.942549670683459,8.045757490560675
.\CA2\large\exp,7.511079546653262,7.522878745280337
.\CA2\large\exp,6.842916595826823,7.221848749616356
.\CA2\large\exp,7.087087179913072,6.958607314841775
.\CA2\large\exp,7.977069977727549,8.096910013008056
.\CA2\large\exp,7.143214771707084,7.494850021680094
.\CA2\large\exp,7.555409902043458,7.823908740944319
.\CA2\large\exp,7.874392424510107,8.045757490560675
.\CA2\large\exp,7.246575603437096,7.468521082957745
.\CA2\large\exp,7.521778090828478,7.721246399047171
.\CA2\large\exp,8.013413634275699,7.958607314841775
.\CA2\large\exp,7.878737079668525,7.823908740944319
.\CA2\large\exp,7.613703418165926,7.920818753952375
.\CA2\large\exp,7.576475586284433,7.67778070526608
.\CA2\large\exp,7.9163285441397235,7.221848749616356
.\CA2\large\exp,8.070704700352358,7.154901959985743
.\CA2\large\exp,7.467974025590323,7.795880017344075
.\CA2\large\exp,8.718084873869262,8.154901959985743
.\CA2\large\exp,7.274842884266629,7.602059991327962
.\CA2\large\exp,8.599413123477904,8.301029995663981
.\CA2\large\exp,7.028020619923758,7.455931955649724
